"Year","CITATION","SAMPLE NAME","UNIQUE_ID","LOCATION","ELEVATION (MIN.)","ELEVATION (MAX.)","SAMPLING TECHNIQUE","DRILLING DEPTH (MIN.)","DRILLING DEPTH (MAX.)","LAND/SEA (SAMPLING)","ROCK TYPE","ROCK NAME","ROCK TEXTURE","SAMPLE COMMENT","AGE (MIN.)","AGE (MAX.)","GEOLOGICAL AGE","GEOLOGICAL AGE PREFIX","ERUPTION DAY","ERUPTION MONTH","ERUPTION YEAR","ALTERATION","ALTERATION TYPE","TYPE OF MATERIAL","MINERAL / COMPONENT","SPOT (MINERAL)","CRYSTAL","RIM / CORE (MINERAL GRAINS)","PRIMARY/SECONDARY","INCLUSION TYPE","MINERAL (INCLUSION)","RIM / CORE (INCLUSION)","HOSTMINERAL (INCLUSION)","LATITUDE (MIN.)","LONGITUDE (MIN.)","LATITUDE (MAX.)","LONGITUDE (MAX.)","SIO2(WT%)","TIO2(WT%)","AL2O3(WT%)","CR2O3(WT%)","V2O3(WT%)","V2O5(WT%)","FE2O3T(WT%)","FE2O3(WT%)","FEOT(WT%)","FEO(WT%)","CAO(WT%)","MGO(WT%)","MNO(WT%)","BAO(WT%)","SRO(WT%)","NIO(WT%)","K2O(WT%)","NA2O(WT%)","P2O5(WT%)","H2OP(WT%)","H2OM(WT%)","CO2(WT%)","F(WT%)","CL(WT%)","SO3(WT%)","S(WT%)","LOI(WT%)","SI(WT%)","AL(WT%)","TI(WT%)","FE(WT%)","MG(WT%)","MN(WT%)","K(WT%)","CR(WT%)","LI(PPM)","BE(PPM)","P(PPM)","S(PPM)","CA(PPM)","SC(PPM)","TI(PPM)","V(PPM): altern. values or methods","","","","CR(PPM): altern. values or methods","","","","CO(PPM): altern. values or methods","","","","NI(PPM): altern. values or methods","","","","CU(PPM)","ZN(PPM)","GA(PPM)","AS(PPM)","SE(PPM)","RB(PPM): altern. values or methods","","","","SR(PPM): altern. values or methods","","","","Y(PPM): altern. values or methods","","","","ZR(PPM): altern. values or methods","","","","NB(PPM): altern. values or methods","","","","MO(PPM)","CD(PPM)","IN(PPM)","SN(PPM)","SB(PPM)","CS(PPM)","BA(PPM): altern. values or methods","","","","LA(PPM): altern. values or methods","","","","CE(PPM): altern. values or methods","","","","PR(PPM)","ND(PPM): altern. values or methods","","","","SM(PPM): altern. values or methods","","","","EU(PPM)","GD(PPM)","TB(PPM)","DY(PPM)","HO(PPM)","ER(PPM)","TM(PPM)","YB(PPM)","LU(PPM)","HF(PPM)","TA(PPM)","W(PPM)","TL(PPM)","PB(PPM)","PB206(PPM)","BI(PPM)","TH(PPM)","U(PPM)",
"2018"," [22378] NELSON D. A. (2018)","samp. BP3","","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ELLSWORTH MOUNTAINS","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","GRANODIORITE","","","","","PALEOZOIC","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","","","","PRIMARY","","","","","-74.55","-111.89","-74.55","-111.89","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.9","","","491.4","667",
"2018"," [22378] NELSON D. A. (2018)","samp. BP3","","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ELLSWORTH MOUNTAINS","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","GRANODIORITE","","","","","PALEOZOIC","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","","","","PRIMARY","","","","","-74.55","-111.89","-74.55","-111.89","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.15","","","62.5","126.1",
"2018"," [22378] NELSON D. A. (2018)","samp. BP3","","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ELLSWORTH MOUNTAINS","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","GRANODIORITE","","","","","PALEOZOIC","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","","","","PRIMARY","","","","","-74.55","-111.89","-74.55","-111.89","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.18","","","62.3","120.3",
"2018"," [22378] NELSON D. A. (2018)","samp. BP3","","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ELLSWORTH MOUNTAINS","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","GRANODIORITE","","","","","PALEOZOIC","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","","","","PRIMARY","","","","","-74.55","-111.89","-74.55","-111.89","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.18","","","196","196.7",
"2018"," [22378] NELSON D. A. (2018)","samp. BP3","","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ELLSWORTH MOUNTAINS","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","GRANODIORITE","","","","","PALEOZOIC","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","","","","PRIMARY","","","","","-74.55","-111.89","-74.55","-111.89","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.74","","","99.1","131.4",
"2018"," [22378] NELSON D. A. (2018)","samp. BP3","","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ELLSWORTH MOUNTAINS","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","GRANODIORITE","","","","","PALEOZOIC","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","","","","PRIMARY","","","","","-74.55","-111.89","-74.55","-111.89","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.9","","","467","484.6",
"2018"," [22378] NELSON D. A. (2018)","samp. BP3","","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ELLSWORTH MOUNTAINS","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","GRANODIORITE","","","","","PALEOZOIC","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","","","","PRIMARY","","","","","-74.55","-111.89","-74.55","-111.89","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.08","","","111.7","187",
"2018"," [22378] NELSON D. A. (2018)","samp. BP3","","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ELLSWORTH MOUNTAINS","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","GRANODIORITE","","","","","PALEOZOIC","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","","","","PRIMARY","","","","","-74.55","-111.89","-74.55","-111.89","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.42","","","113.5","117.4",
"2018"," [22378] NELSON D. A. (2018)","samp. BP3","","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ELLSWORTH MOUNTAINS","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","GRANODIORITE","","","","","PALEOZOIC","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","","","","PRIMARY","","","","","-74.55","-111.89","-74.55","-111.89","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.27","","","114.2","171.2",
"2018"," [22378] NELSON D. A. (2018)","samp. BP3","","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ELLSWORTH MOUNTAINS","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","GRANODIORITE","","","","","PALEOZOIC","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","","","","PRIMARY","","","","","-74.55","-111.89","-74.55","-111.89","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.61","","","88.5","149",
"2018"," [22378] NELSON D. A. (2018)","samp. BP3","","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ELLSWORTH MOUNTAINS","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","GRANODIORITE","","","","","PALEOZOIC","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","","","","PRIMARY","","","","","-74.55","-111.89","-74.55","-111.89","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.36","","","232","321.2",
"2018"," [22378] NELSON D. A. (2018)","samp. BP3","","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ELLSWORTH MOUNTAINS","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","GRANODIORITE","","","","","PALEOZOIC","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","","","","PRIMARY","","","","","-74.55","-111.89","-74.55","-111.89","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.71","","","58","108.9",
"2018"," [22378] NELSON D. A. (2018)","samp. BP3","","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ELLSWORTH MOUNTAINS","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","GRANODIORITE","","","","","PALEOZOIC","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","","","","PRIMARY","","","","","-74.55","-111.89","-74.55","-111.89","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.72","","","380","416.8",
"2018"," [22378] NELSON D. A. (2018)","samp. BP3","","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ELLSWORTH MOUNTAINS","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","GRANODIORITE","","","","","PALEOZOIC","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","","","","PRIMARY","","","","","-74.55","-111.89","-74.55","-111.89","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.49","","","104.5","143.2",
"2018"," [22378] NELSON D. A. (2018)","samp. MB 163.1M","","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ELLSWORTH MOUNTAINS","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","GRANITE","","","","","PALEOZOIC","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","","","","PRIMARY","","","","","-75.05","-133.72","-75.05","-133.72","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.98","","","81.6","188.1",
"2018"," [22378] NELSON D. A. (2018)","samp. MB 163.1M","","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ELLSWORTH MOUNTAINS","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","GRANITE","","","","","PALEOZOIC","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","","","","PRIMARY","","","","","-75.05","-133.72","-75.05","-133.72","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.55","","","156.4","214",
"2018"," [22378] NELSON D. A. (2018)","samp. MB 163.1M","","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ELLSWORTH MOUNTAINS","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","GRANITE","","","","","PALEOZOIC","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","","","","PRIMARY","","","","","-75.05","-133.72","-75.05","-133.72","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.81","","","297.6","2340",
"2018"," [22378] NELSON D. A. (2018)","samp. MB 163.1M","","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ELLSWORTH MOUNTAINS","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","GRANITE","","","","","PALEOZOIC","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","","","","PRIMARY","","","","","-75.05","-133.72","-75.05","-133.72","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.66","","","209","203",
"2018"," [22378] NELSON D. A. (2018)","samp. MB 163.1M","","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ELLSWORTH MOUNTAINS","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","GRANITE","","","","","PALEOZOIC","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","","","","PRIMARY","","","","","-75.05","-133.72","-75.05","-133.72","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.547","","","103","342.2",
"2018"," [22378] NELSON D. A. (2018)","samp. MB 163.1M","","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ELLSWORTH MOUNTAINS","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","GRANITE","","","","","PALEOZOIC","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","","","","PRIMARY","","","","","-75.05","-133.72","-75.05","-133.72","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.2","","","227","2460",
"2018"," [22378] NELSON D. A. (2018)","samp. MB 163.1M","","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ELLSWORTH MOUNTAINS","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","GRANITE","","","","","PALEOZOIC","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","","","","PRIMARY","","","","","-75.05","-133.72","-75.05","-133.72","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.871","","","77.3","173.3",
"2018"," [22378] NELSON D. A. (2018)","samp. MB 163.1M","","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ELLSWORTH MOUNTAINS","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","GRANITE","","","","","PALEOZOIC","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","","","","PRIMARY","","","","","-75.05","-133.72","-75.05","-133.72","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.2","","","159","361",
"2018"," [22378] NELSON D. A. (2018)","samp. MB 163.1M","","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ELLSWORTH MOUNTAINS","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","GRANITE","","","","","PALEOZOIC","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","","","","PRIMARY","","","","","-75.05","-133.72","-75.05","-133.72","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.91","","","61","121.2",
"2018"," [22378] NELSON D. A. (2018)","samp. MB 163.1M","","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ELLSWORTH MOUNTAINS","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","GRANITE","","","","","PALEOZOIC","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","","","","PRIMARY","","","","","-75.05","-133.72","-75.05","-133.72","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.68","","","85.4","316.1",
"2018"," [22378] NELSON D. A. (2018)","samp. MB 163.1M","","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ELLSWORTH MOUNTAINS","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","GRANITE","","","","","PALEOZOIC","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","","","","PRIMARY","","","","","-75.05","-133.72","-75.05","-133.72","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.52","","","325.5","993",
"2018"," [22378] NELSON D. A. (2018)","samp. MB 163.1M","","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ELLSWORTH MOUNTAINS","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","GRANITE","","","","","PALEOZOIC","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","","","","PRIMARY","","","","","-75.05","-133.72","-75.05","-133.72","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.96","","","272","437.2",
"2018"," [22378] NELSON D. A. (2018)","samp. MB 163.1M","","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ELLSWORTH MOUNTAINS","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","GRANITE","","","","","PALEOZOIC","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","","","","PRIMARY","","","","","-75.05","-133.72","-75.05","-133.72","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.37","","","348.3","516",
"2018"," [22378] NELSON D. A. (2018)","samp. MB 163.1M","","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ELLSWORTH MOUNTAINS","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","GRANITE","","","","","PALEOZOIC","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","","","","PRIMARY","","","","","-75.05","-133.72","-75.05","-133.72","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.8","","","485","895",
"2018"," [22378] NELSON D. A. (2018)","samp. MB 163.1M","","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ELLSWORTH MOUNTAINS","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","GRANITE","","","","","PALEOZOIC","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","","","","PRIMARY","","","","","-75.05","-133.72","-75.05","-133.72","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.05","","","135.2","308.7",
"2018"," [22378] NELSON D. A. (2018)","samp. MB 163.1M","","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ELLSWORTH MOUNTAINS","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","GRANITE","","","","","PALEOZOIC","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","","","","PRIMARY","","","","","-75.05","-133.72","-75.05","-133.72","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.64","","","103.4","330.2",
"2018"," [22378] NELSON D. A. (2018)","samp. MB 163.1M","","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ELLSWORTH MOUNTAINS","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","GRANITE","","","","","PALEOZOIC","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","","","","PRIMARY","","","","","-75.05","-133.72","-75.05","-133.72","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.63","","","186.8","251.3",
"2018"," [22378] NELSON D. A. (2018)","samp. MB 163.1M","","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ELLSWORTH MOUNTAINS","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","GRANITE","","","","","PALEOZOIC","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","","","","PRIMARY","","","","","-75.05","-133.72","-75.05","-133.72","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.82","","","73.2","131",
"2018"," [22378] NELSON D. A. (2018)","samp. MB 163.1M","","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ELLSWORTH MOUNTAINS","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","GRANITE","","","","","PALEOZOIC","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","","","","PRIMARY","","","","","-75.05","-133.72","-75.05","-133.72","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.76","","","104","171.8",
"2018"," [22378] NELSON D. A. (2018)","samp. MB 163.1M","","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ELLSWORTH MOUNTAINS","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","GRANITE","","","","","PALEOZOIC","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","","","","PRIMARY","","","","","-75.05","-133.72","-75.05","-133.72","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.13","","","107.7","239.6",
"2018"," [22378] NELSON D. A. (2018)","samp. MB 163.1M","","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ELLSWORTH MOUNTAINS","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","GRANITE","","","","","PALEOZOIC","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","","","","PRIMARY","","","","","-75.05","-133.72","-75.05","-133.72","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.26","","","63.3","127.7",
"2018"," [22378] NELSON D. A. (2018)","samp. MB 163.1M","","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ELLSWORTH MOUNTAINS","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","GRANITE","","","","","PALEOZOIC","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","","","","PRIMARY","","","","","-75.05","-133.72","-75.05","-133.72","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.65","","","84.5","307.7",
